state,class,gender,age,paid,logpaid
STATE 17,C71,F,54,4188.6,8.340121828
STATE 02,F1 ,F,54,4155,8.332067707
STATE 07,C71,F,54,4149.92,8.330844336
STATE 02,C71,M,54,4088,8.315811132
STATE 06,C7 ,F,54,4080.73,8.314031173
STATE 15,C7C,F,54,3918.79,8.273538212
STATE 04,C7B,M,54,3894.92,8.267428419
STATE 06,C11,M,54,3884.72,8.264806188
STATE 15,C7A,M,54,3807.25,8.244662423
STATE 15,C7C,M,54,3806.43,8.244447021
STATE 02,C1 ,F,54,3781.2,8.237796699
STATE 02,C11,M,54,3740.25,8.226907733
STATE 04,C71,M,54,3716.08,8.220424628
STATE 02,C71,M,54,3513.56,8.164385047
STATE 06,C72,M,54,3473.16,8.152820121
STATE 07,C7B,F,54,3435.92,8.14204
STATE 13,C1 ,F,54,3410.38,8.134579001
STATE 06,C1 ,M,54,3325,8.109224953
STATE 15,C1B,F,54,3261.98,8.090089652
STATE 15,C1 ,F,54,3174.5,8.062905419
STATE 12,C1B,M,54,3159.02,8.058017132
STATE 15,C1B,M,54,3151.33,8.055579865
STATE 15,C11,F,54,3078.75,8.032278949
STATE 10,C7B,M,54,3069.44,8.029250414
STATE 17,C7B,M,54,2988.99,8.002690817
STATE 15,C1B,M,54,2972.34,7.9971048
STATE 15,C71,M,54,2900,7.972466016
STATE 02,C7B,M,54,2895.88,7.971044316
STATE 06,C7B,M,54,2860.33,7.958692282
STATE 06,C7B,F,54,2822.8,7.945484579
STATE 02,C7 ,M,54,2807.69,7.94011736
STATE 17,C7 ,M,54,2803.84,7.938745185
STATE 12,C7B,M,54,2784.48,7.93181642
STATE 02,C1B,M,54,2777.68,7.929371326
STATE 02,C11,M,54,2750.76,7.919632516
STATE 14,C11,F,54,2739.23,7.915432138
STATE 04,C7 ,F,54,2677.34,7.892579043
STATE 13,C1B,M,54,2624.89,7.872794269
STATE 10,C71,F,54,2621.45,7.871482879
STATE 12,C11,F,54,2610.87,7.867438778
STATE 15,C11,F,54,2503.62,7.825492964
STATE 02,C1B,M,54,2464.83,7.809878119
STATE 17,C7B,M,54,2398.34,7.78253211
STATE 02,C7 ,M,54,2326.16,7.751974118
STATE 15,C7 ,M,54,2300.47,7.740868729
STATE 15,C7 ,F,54,2265.75,7.725661109
STATE 17,C71,F,54,2255.61,7.721175725
STATE 15,C11,F,54,2211.92,7.701616196
STATE 02,C1 ,M,54,2176.78,7.685602
STATE 01,C11,M,54,2106.17,7.652626411
STATE 15,C1A,F,54,2075.62,7.638015183
STATE 17,C7 ,M,54,2043.98,7.622654167
STATE 15,C1B,F,54,2005.64,7.603718491
STATE 04,C7C,M,54,1993.9,7.597847799
STATE 06,C71,F,54,1920.9,7.560549105
STATE 02,C7C,M,54,1906.05,7.552788317
STATE 02,C71,F,54,1904.13,7.55178049
STATE 12,C1B,M,54,1854.96,7.525618411
STATE 01,F71,F,54,1805.62,7.498659302
STATE 17,F71,M,54,1789.08,7.4894568
STATE 03,C7 ,F,54,1757,7.471363088
STATE 02,C1 ,M,54,1751.3,7.468113648
STATE 15,C71,F,54,1750,7.467371067
STATE 07,C71,F,54,1735,7.458762692
STATE 06,C1C,M,54,1730.95,7.45642567
STATE 15,C7 ,M,54,1662.83,7.416276249
STATE 03,C71,M,54,1650,7.408530567
STATE 12,C1 ,F,54,1625.78,7.39374298
STATE 02,C1B,M,54,1617.41,7.388581383
STATE 13,C1 ,M,54,1584.11,7.367778014
STATE 15,C7B,M,54,1580.14,7.36526873
STATE 17,C71,M,54,1577.67,7.363704354
STATE 15,C2 ,M,54,1543.47,7.341788407
STATE 02,C7 ,M,54,1533.74,7.335464476
STATE 12,C71,M,54,1533.42,7.335255814
STATE 10,C71,F,54,1498.19,7.312012992
STATE 17,C71,M,54,1477.9,7.29837744
STATE 04,C7B,F,54,1475.99,7.29708423
STATE 06,C7 ,M,54,1431.47,7.266457167
STATE 02,C1B,F,54,1414.86,7.254785865
STATE 04,C71,M,54,1403.93,7.247030726
STATE 15,C1C,F,54,1400,7.244227516
STATE 04,C7 ,M,54,1386.93,7.23484795
STATE 04,C7C,M,54,1377.44,7.227981983
STATE 10,C1 ,M,54,1376.94,7.227618925
STATE 02,C11,M,54,1371.51,7.223667602
STATE 12,C11,F,54,1355.95,7.212257595
STATE 02,C11,F,54,1350,7.207859871
STATE 15,C1B,F,54,1347.45,7.205969196
STATE 02,C7B,M,54,1336,7.197435354
STATE 02,C1B,M,54,1326.22,7.19008807
STATE 10,C1 ,F,54,1316.5,7.182731979
STATE 04,C7B,M,54,1315.58,7.182032912
STATE 06,C7B,M,54,1314.5,7.181211644
STATE 17,C71,F,54,1297.5,7.168194615
STATE 02,C71,M,54,1296.47,7.167400465
STATE 04,C7A,F,54,1282.26,7.156379425
STATE 15,C7B,M,54,1250.76,7.131506646
STATE 02,C7 ,F,54,1242.77,7.125098038
STATE 15,C7 ,M,54,1233.97,7.117991893
STATE 02,C1B,M,54,1214.09,7.101750104
STATE 13,C7B,M,54,1209.99,7.098367374
STATE 15,C11,F,54,1182.44,7.075335379
STATE 06,C71,M,54,1175.21,7.069202134
STATE 15,C11,F,54,1165.61,7.060999834
STATE 06,C1B,F,54,1156.66,7.053291821
STATE 15,C11,F,54,1141.08,7.039730461
STATE 10,C1B,M,54,1122.95,7.02371443
STATE 15,C71,F,54,1120.62,7.021637383
STATE 02,C11,F,54,1112.82,7.014652613
STATE 03,C11,F,54,1109.18,7.011376283
STATE 01,C11,M,54,1107.57,7.009923705
STATE 15,C7B,M,54,1103.19,7.005961262
STATE 06,C71,F,54,1100.94,7.003919639
STATE 15,C7B,M,54,1100.68,7.00368345
STATE 04,C7B,M,54,1098.9,7.002064958
STATE 15,C72,M,54,1096.33,6.999723517
STATE 06,C1 ,M,54,1091.96,6.995729526
STATE 15,C11,M,54,1087.29,6.991443641
STATE 17,F71,F,54,1085.72,6.98999864
STATE 07,C71,F,54,1064.4,6.970166539
STATE 12,C1 ,F,54,1046.66,6.953359421
STATE 12,C1B,M,54,1028.02,6.935389901
STATE 15,C7B,F,54,1015.37,6.923008357
STATE 10,C71,F,54,1006.99,6.914720962
STATE 03,C7B,M,54,991.74,6.899460976
STATE 15,C7A,F,54,987.43,6.895105608
STATE 15,C11,M,54,985.97,6.893625928
STATE 15,C7 ,F,54,982.45,6.890049452
STATE 06,C1B,M,54,976.89,6.884374056
STATE 15,C1B,F,54,968.9,6.876161407
STATE 02,C7B,M,54,966.22,6.873391552
STATE 06,C7B,F,54,961.35,6.868338547
STATE 17,C71,M,54,952.72,6.859321051
STATE 15,C11,F,54,949.82,6.856272493
STATE 15,C7 ,M,54,922.51,6.827098216
STATE 02,C1 ,F,54,919.34,6.823656021
STATE 17,C71,M,54,908,6.811244379
STATE 15,C71,M,54,908,6.811244379
STATE 15,C71,M,54,902.67,6.805357038
STATE 17,C71,F,54,884.77,6.785327724
STATE 15,C72,F,54,878.58,6.778306968
STATE 04,C7 ,M,54,874.92,6.774132454
STATE 02,C71,F,54,852.08,6.747680419
STATE 02,C1B,F,54,837.84,6.730827151
STATE 06,C7 ,M,54,831.53,6.723267377
STATE 17,C71,M,54,829.94,6.721353409
STATE 02,C11,F,54,810.88,6.698120078
STATE 10,C7B,F,54,807.85,6.694376398
STATE 12,C2 ,F,54,806.73,6.69298904
STATE 04,C71,M,54,800.69,6.685473856
STATE 15,C72,M,54,785.41,6.666205874
STATE 12,C1B,M,54,784.92,6.665581802
STATE 17,C7B,F,54,782.76,6.662826136
STATE 10,C11,M,54,780.15,6.659486209
STATE 02,C71,F,54,780,6.65929392
STATE 15,C71,F,54,768.91,6.644973928
STATE 17,C7 ,F,54,766.17,6.641404077
STATE 04,C7 ,M,54,759.63,6.632831473
STATE 02,C1B,F,54,754.76,6.626399818
STATE 17,C71,F,54,748.78,6.618445215
STATE 07,C7 ,M,54,746.07,6.61481943
STATE 15,C1A,M,54,735.16,6.600088163
STATE 10,C7B,M,54,729.24,6.592002896
STATE 02,C11,F,54,727.54,6.58966898
STATE 15,C1 ,F,54,720.9,6.580500431
STATE 02,C71,M,54,718.1,6.576608835
STATE 15,C7B,F,54,716.76,6.574741057
STATE 02,C7 ,F,54,709.61,6.564715523
STATE 06,C1A,M,54,704.81,6.557928263
STATE 12,C71,M,54,691.23,6.538472619
STATE 15,C1 ,F,54,686.81,6.532057689
STATE 02,C7 ,M,54,684.61,6.528849333
STATE 10,C7B,M,54,679.12,6.520797842
STATE 12,C1 ,M,54,675.65,6.51567519
STATE 15,C71,M,54,674.94,6.514623798
STATE 15,C7 ,F,54,661.37,6.494313441
STATE 15,C2 ,M,54,659.77,6.491891289
STATE 02,C2 ,M,54,651.3,6.478970366
STATE 15,C2 ,F,54,643.3,6.466611178
STATE 17,C71,F,54,634.73,6.453199712
STATE 07,C71,M,54,630.15,6.445957886
STATE 03,C7 ,F,54,626.98,6.440914642
STATE 15,C7B,F,54,625.93,6.439238544
STATE 03,C11,F,54,623.17,6.434819355
STATE 04,C7 ,M,54,622.49,6.433727564
STATE 15,C1B,M,54,599.8,6.396596266
STATE 02,C1 ,F,54,596.15,6.390492313
STATE 15,C7 ,M,54,594.12,6.387081319
STATE 02,C71,F,54,586.43,6.374053309
STATE 06,C7B,M,54,581.44,6.365507785
STATE 17,C7 ,M,54,580.33,6.363596907
STATE 10,C7C,M,54,578.78,6.36092244
STATE 15,C1A,M,54,573.27,6.35135681
STATE 13,C71,M,54,570.75,6.346951285
STATE 02,C1B,M,54,560.62,6.329043314
STATE 15,C71,F,54,549.26,6.308571918
STATE 15,C1 ,M,54,545.69,6.302051049
STATE 06,C1B,M,54,541.8,6.29489693
STATE 13,C7B,M,54,537.28,6.286519374
STATE 15,C7 ,F,54,534.92,6.282117203
STATE 15,C7 ,M,54,532.12,6.276869028
STATE 15,C7A,M,54,530.33,6.273499454
STATE 13,C1 ,F,54,528.89,6.270780471
STATE 02,C71,M,54,523.89,6.261281739
STATE 02,C1B,F,54,523.32,6.260193132
STATE 01,C7 ,M,54,516.68,6.247423727
STATE 14,C71,M,54,514.68,6.243545348
STATE 06,C72,M,54,489.76,6.193915475
STATE 15,C7B,M,54,489.51,6.193404891
STATE 07,C7B,M,54,485.38,6.184932089
STATE 02,C7A,M,54,483.1,6.180223672
STATE 15,C11,F,54,473.25,6.15962379
STATE 15,C11,F,54,469.36,6.151370065
STATE 15,C7 ,M,54,451.75,6.113128929
STATE 13,C1B,F,54,445.85,6.099982573
STATE 17,C71,M,54,443.19,6.093998572
STATE 02,C71,M,54,441.4,6.089951494
STATE 15,C7B,M,54,440.51,6.087933147
STATE 03,C11,M,54,439.95,6.086661084
STATE 04,C7A,M,54,437.77,6.081693658
STATE 02,C71,F,54,437.34,6.080710925
STATE 02,F7 ,F,54,435.51,6.076517758
STATE 07,C71,M,54,422.54,6.046284117
STATE 03,C7B,M,54,417.39,6.034021037
STATE 15,C71,M,54,414.23,6.026421375
STATE 01,C7 ,M,54,412.16,6.021411623
STATE 04,C7 ,F,54,410.4,6.017132294
STATE 02,C1B,M,54,409.91,6.015937623
STATE 15,C1C,M,54,403.78,6.000870175
STATE 17,C71,F,54,383.63,5.949678546
STATE 04,C71,M,54,378.52,5.936268912
STATE 15,C71,M,54,360.36,5.887103532
STATE 07,C7 ,F,54,357.72,5.879750557
STATE 04,C7B,M,54,342.04,5.834927689
STATE 12,C7 ,M,54,331.45,5.803476969
STATE 02,C1B,M,54,324.9,5.783517443
STATE 03,C71,F,54,324.43,5.782069796
STATE 17,C7 ,M,54,306.7,5.725870071
STATE 06,C7A,F,54,305.48,5.72188431
STATE 12,C1 ,M,54,298.22,5.697831469
STATE 15,C7B,F,54,286,5.655991811
STATE 02,C7 ,F,54,272.89,5.609068784
STATE 15,C11,F,54,265.23,5.580597374
STATE 15,C7 ,F,54,263.34,5.573445973
STATE 02,C71,F,54,262.18,5.569031291
STATE 04,C7B,M,54,243,5.493061443
STATE 04,C7 ,F,54,235.84,5.463153609
STATE 15,C71,F,54,233.78,5.454380502
STATE 15,C7 ,M,54,227.72,5.428116804
STATE 15,C1 ,M,54,226.27,5.421728976
STATE 12,C1B,F,54,225,5.416100402
STATE 03,C71,M,54,225,5.416100402
STATE 13,C11,F,54,224.27,5.412850683
STATE 15,C72,M,54,218.01,5.384540933
STATE 02,C11,F,54,200,5.298317367
STATE 15,C71,M,54,194.44,5.270123632
STATE 06,C11,F,54,172.26,5.149004963
STATE 02,C11,M,54,164.74,5.104368474
STATE 15,C7B,F,54,142.74,4.961024794
STATE 04,C7B,M,54,140.04,4.941928096
STATE 15,C7B,F,54,120,4.787491743
STATE 15,C7 ,M,54,65.45,4.181286492
STATE 02,C1B,M,54,65,4.17438727
STATE 04,C71,M,53,11669.62,9.364744163
STATE 13,C11,M,53,11599.69,9.358733653
STATE 03,C71,F,53,11334.49,9.335605569
STATE 02,C1 ,M,53,10271.83,9.237160476
STATE 17,C7B,M,53,10067.47,9.217064713
STATE 04,C71,M,53,9319.94,9.13991147
STATE 15,C11,M,53,9200.62,9.127026152
STATE 15,C7B,M,53,8938.81,9.09815775
STATE 01,C71,M,53,8170.69,9.00830864
STATE 15,C11,M,53,8107.8,9.00058184
STATE 06,C7 ,M,53,7966.3,8.982975423
STATE 06,C7 ,F,53,7676.44,8.945911177
STATE 04,C7B,M,53,7354.57,8.903077168
STATE 17,C71,M,53,7328.82,8.8995698
STATE 06,C7C,M,53,7273.75,8.892027256
STATE 15,C11,M,53,7173.95,8.878211688
STATE 12,C1B,M,53,6872.31,8.835255573
STATE 02,C7B,M,53,6792.72,8.823606729
STATE 15,C1 ,M,53,6400.16,8.764078269
STATE 13,C7B,M,53,6055.76,8.708765164
STATE 15,C7 ,M,53,5910.75,8.684528006
STATE 04,C7B,M,53,5572.45,8.625590093
STATE 12,C71,M,53,5491.15,8.610892984
STATE 15,C1 ,M,53,5278.9,8.571473022
STATE 02,C7A,F,53,4681,8.451267041
STATE 06,C1B,F,53,4669.41,8.448788004
STATE 02,C7B,M,53,4617.24,8.437552403
STATE 17,C71,F,53,4334.51,8.374363849
STATE 12,C7B,F,53,4165.44,8.334577191
STATE 04,C7 ,F,53,4150.59,8.331005772
STATE 06,C11,M,53,4149.24,8.330680464
STATE 06,C7B,M,53,4144.16,8.329455393
STATE 02,C71,F,53,4060.6,8.309086025
STATE 17,C7B,M,53,4018.01,8.298542034
STATE 06,C71,F,53,4010,8.29654652
STATE 15,C1C,M,53,3845.11,8.25455749
STATE 06,C7 ,M,53,3700.96,8.216347524
STATE 02,C1B,F,53,3648,8.201934351
STATE 10,C7B,F,53,3605.2,8.190132527
STATE 02,C7B,M,53,3569.77,8.180256447
STATE 17,C71,F,53,3326.03,8.10953468
STATE 17,F7 ,M,53,3295.23,8.100231247
STATE 06,C11,M,53,3205.33,8.072570328
STATE 15,C1B,F,53,3190.13,8.067816947
STATE 04,F71,F,53,3174.71,8.062971569
STATE 15,C1B,M,53,3173.7,8.062653379
STATE 10,C1B,M,53,3161.97,8.05895053
STATE 07,C71,M,53,2992.53,8.003874462
STATE 15,C2 ,F,53,2957.68,7.992160456
STATE 02,C1B,M,53,2916,7.977968093
STATE 17,C71,M,53,2883.9,7.966898824
STATE 02,C71,F,53,2878.33,7.964965544
STATE 04,C7 ,M,53,2770.7,7.926855275
STATE 10,C71,M,53,2748.47,7.918799672
STATE 13,C11,F,53,2734.19,7.91359051
STATE 03,C71,M,53,2653.78,7.883740318
STATE 04,C7 ,M,53,2628.09,7.874012626
STATE 02,C1 ,M,53,2618.35,7.870299627
STATE 02,C11,M,53,2565.47,7.849896977
STATE 15,C7B,F,53,2500,7.824046011
STATE 07,C71,F,53,2399.38,7.78296565
STATE 15,C11,M,53,2358.47,7.765768383
STATE 04,C7 ,F,53,2330.86,7.753992577
STATE 15,C7B,F,53,2281.34,7.732518269
STATE 17,C7B,M,53,2228.07,7.708891019
STATE 02,C1B,M,53,2203.89,7.69797926
STATE 10,C11,F,53,2200.97,7.696653451
STATE 15,C7B,M,53,2188.15,7.690811717
STATE 13,C1 ,M,53,2187.3,7.690423185
STATE 02,C7C,M,53,2144.87,7.670834223
STATE 15,C7B,M,53,2141.37,7.66920109
STATE 02,C1B,F,53,2105.55,7.652331995
STATE 15,C7 ,M,53,2100.56,7.649959255
STATE 17,C71,M,53,1922.4,7.561329684
STATE 15,C1B,F,53,1916.44,7.558224577
STATE 10,C7 ,F,53,1913.63,7.556757241
STATE 15,C7A,M,53,1910,7.554858521
STATE 06,C7B,F,53,1902.51,7.550929346
STATE 03,C7B,F,53,1900,7.549609165
STATE 13,C1C,M,53,1809.29,7.500689782
STATE 02,C1B,M,53,1784.36,7.486815087
STATE 12,C71,F,53,1746.08,7.465128554
STATE 06,C11,M,53,1702.78,7.440017489
STATE 15,C11,M,53,1701.53,7.439283125
STATE 07,C71,F,53,1700,7.43838353
STATE 14,F7 ,M,53,1699.46,7.438065833
STATE 10,C1 ,F,53,1694.95,7.435408521
STATE 15,C71,F,53,1683.05,7.428362903
STATE 04,C7 ,M,53,1675.85,7.424075778
STATE 02,C1B,F,53,1663.43,7.416637015
STATE 06,C1B,F,53,1646,7.406103381
STATE 17,C7 ,M,53,1643.2,7.404400839
STATE 01,C1 ,M,53,1623.65,7.39243198
STATE 15,C7B,M,53,1611.28,7.384784173
STATE 04,C7 ,M,53,1607.19,7.382242591
STATE 15,C1 ,F,53,1595.62,7.375017654
STATE 14,C1 ,M,53,1585.63,7.368737084
STATE 01,C11,M,53,1568.21,7.357690121
STATE 02,C7B,M,53,1546.18,7.343542652
STATE 13,C11,F,53,1533.8,7.335503595
STATE 15,C71,F,53,1522.57,7.328154976
STATE 15,C7B,M,53,1519.87,7.326380084
STATE 04,C7 ,M,53,1519.76,7.326307707
STATE 15,C1 ,M,53,1514.75,7.323005688
STATE 02,C11,F,53,1514.52,7.322853836
STATE 15,C7C,M,53,1500,7.313220387
STATE 03,F71,M,53,1493.44,7.308837463
STATE 15,C71,F,53,1486.05,7.303876872
STATE 06,C1B,M,53,1464.16,7.289036978
STATE 15,C7B,M,53,1442.47,7.274112201
STATE 12,C1 ,F,53,1442.32,7.274008207
STATE 13,C11,M,53,1406.98,7.249200842
STATE 02,C1B,M,53,1400,7.244227516
STATE 02,C71,M,53,1383.07,7.232060945
STATE 06,C1A,M,53,1371.76,7.223849866
STATE 01,C11,M,53,1367.13,7.220468931
STATE 02,C11,M,53,1353,7.210079628
STATE 06,C7C,M,53,1339.86,7.20032041
STATE 15,C71,M,53,1338.85,7.199566316
STATE 06,C1 ,M,53,1338.36,7.199200263
STATE 06,C11,M,53,1324.74,7.188971493
STATE 04,C7B,M,53,1317.3,7.183339466
STATE 15,C7 ,M,53,1294.25,7.165686656
STATE 06,C1 ,M,53,1257.9,7.137198943
STATE 10,C1 ,F,53,1245.25,7.127091592
STATE 15,C7B,M,53,1240.74,7.123463255
STATE 13,C72,M,53,1231.25,7.115785192
STATE 12,C7B,M,53,1222.6,7.108735018
STATE 17,C71,M,53,1220.72,7.107196128
STATE 04,C71,M,53,1217.24,7.10434128
STATE 02,C7B,M,53,1212.65,7.100563327
STATE 04,C7B,M,53,1201.33,7.091184555
STATE 02,C7 ,M,53,1189.83,7.081565719
STATE 02,C7 ,F,53,1179.49,7.072837421
STATE 15,C7B,F,53,1151.46,7.048785981
STATE 01,C1 ,F,53,1143.37,7.041735321
STATE 02,C7 ,F,53,1142.28,7.040781544
STATE 07,C71,M,53,1141.11,7.039756752
STATE 14,F7 ,M,53,1133.6,7.033153688
STATE 17,C7B,F,53,1123.07,7.023821286
STATE 15,C7C,M,53,1111.39,7.013366763
STATE 17,C7 ,M,53,1101.36,7.004301059
STATE 15,C7B,M,53,1100.39,7.003419941
STATE 04,C71,F,53,1097.92,7.00117276
STATE 02,C7C,M,53,1095.07,6.998573567
STATE 17,C71,F,53,1093.36,6.997010803
STATE 15,C11,F,53,1084,6.988413182
STATE 15,C7B,M,53,1074.51,6.979620023
STATE 15,C7B,M,53,1049.61,6.956173946
STATE 02,C71,F,53,1039.44,6.946437386
STATE 04,C7B,M,53,1038.07,6.945118499
STATE 06,C1 ,F,53,1012.67,6.920345686
STATE 02,C11,F,53,1011,6.918695219
STATE 06,C11,M,53,1004.35,6.912095845
STATE 06,C1 ,F,53,1000,6.907755279
STATE 17,C7B,M,53,994.78,6.902521607
STATE 02,C7 ,F,53,989.94,6.897644335
STATE 03,C1C,M,53,984.28,6.891910409
STATE 06,C1B,F,53,972.02,6.87937638
STATE 15,C72,M,53,947.26,6.853573607
STATE 02,C7B,F,53,936.38,6.842021377
STATE 02,C7B,M,53,925,6.829793738
STATE 15,C7C,M,53,891.42,6.792815697
STATE 03,C11,F,53,883.52,6.783913929
STATE 01,C11,M,53,881.44,6.781556934
STATE 14,C71,M,53,873.68,6.772714176
STATE 02,C1 ,M,53,865.47,6.763272712
STATE 10,C1B,M,53,860.89,6.757966738
STATE 01,C7 ,F,53,857.65,6.754196091
STATE 02,C1 ,M,53,855.93,6.752188597
STATE 06,C1 ,M,53,853.65,6.749521274
STATE 02,C11,M,53,851.8,6.747351757
STATE 15,C1A,M,53,849.66,6.744836269
STATE 03,C71,M,53,843.54,6.737607322
STATE 12,C2 ,M,53,838.65,6.731793456
STATE 02,C7B,M,53,803.57,6.6890643
STATE 17,C7 ,F,53,803.39,6.688840275
STATE 15,C11,M,53,803.25,6.688665998
STATE 17,C7 ,F,53,803.22,6.688628649
STATE 15,C7C,M,53,801.28,6.686210449
STATE 15,C1B,M,53,800.89,6.685723609
STATE 15,C7B,M,53,781.78,6.661573371
STATE 02,C7B,M,53,759.89,6.633173686
STATE 07,C71,M,53,752.3,6.623135181
STATE 03,C7B,F,53,752.1,6.622869294
STATE 02,C7B,M,53,750,6.620073207
STATE 15,C71,M,53,750,6.620073207
STATE 13,C7 ,M,53,744.87,6.613209707
STATE 13,C7B,M,53,741.13,6.608176049
STATE 10,C71,F,53,733.78,6.598209256
STATE 02,C7 ,M,53,731.99,6.595766853
STATE 02,C11,M,53,701.3,6.552935756
STATE 15,C1B,M,53,692.58,6.540423755
STATE 15,C1B,M,53,688.76,6.534892879
STATE 13,C1B,M,53,681.24,6.523914667
STATE 07,C7 ,F,53,681.04,6.523621042
STATE 02,C1C,M,53,677.29,6.518099542
STATE 07,C71,F,53,676.5,6.516932448
STATE 01,C7 ,M,53,675,6.514712691
STATE 06,C1 ,M,53,672.39,6.510838529
STATE 02,C71,M,53,669.9,6.507128448
STATE 12,C7B,M,53,665.44,6.500448476
STATE 15,C71,M,53,659.98,6.492209532
STATE 12,C11,M,53,659.17,6.490981468
STATE 06,C1 ,M,53,659.13,6.490920784
STATE 04,C71,F,53,650.38,6.477556807
STATE 15,C7B,M,53,640.09,6.461608791
STATE 10,C11,M,53,636.71,6.456314293
STATE 07,C72,M,53,636.33,6.455717297
STATE 17,C7B,M,53,622.27,6.433374082
STATE 13,C7 ,M,53,614.92,6.421492178
STATE 13,C7B,F,53,608.83,6.411539083
STATE 07,C71,F,53,595,6.388561406
STATE 15,C7 ,M,53,592.02,6.383540418
STATE 13,C11,F,53,591.67,6.382949047
STATE 03,C1 ,M,53,587.86,6.376488824
STATE 07,C7 ,M,53,587.74,6.376284673
STATE 06,C71,M,53,580.05,6.363114307
STATE 04,C7 ,M,53,573.03,6.350938071
STATE 02,C7B,M,53,572.77,6.35048424
STATE 06,C71,M,53,563.86,6.334805994
STATE 15,C1 ,M,53,555.58,6.320012613
STATE 15,C1B,M,53,547.85,6.306001527
STATE 04,C71,F,53,547.09,6.304613323
STATE 03,C11,F,53,538.41,6.288620352
STATE 03,C71,M,53,525,6.263398263
STATE 12,C1B,M,53,520.88,6.255519689
STATE 02,C7 ,M,53,520.5,6.254789888
STATE 02,C7 ,F,53,520.33,6.254463226
STATE 03,C7C,M,53,518.87,6.25165337
STATE 15,C1 ,M,53,513.84,6.241911933
STATE 04,C7 ,M,53,511.92,6.238168363
STATE 15,C7B,M,53,505.11,6.224776227
STATE 15,C11,M,53,493.79,6.202110326
STATE 04,C7 ,M,53,486.16,6.186537788
STATE 17,C7B,F,53,485.77,6.185735261
STATE 15,C11,F,53,477.36,6.168270923
STATE 06,C7B,M,53,466.36,6.144957868
STATE 02,C11,M,53,464.93,6.141886857
STATE 15,C11,M,53,458.82,6.128657976
STATE 15,C7B,M,53,450.54,6.110446863
STATE 14,F7 ,F,53,441.49,6.09015537
STATE 03,C71,M,53,439.97,6.086706543
STATE 15,C7A,M,53,436.76,6.079383845
STATE 17,C7B,M,53,431.98,6.068379291
STATE 02,C1 ,F,53,431.5,6.067267511
STATE 04,C71,M,53,427.94,6.058982999
STATE 02,C2 ,M,53,426.1,6.054674061
STATE 03,C7B,M,53,424.28,6.050393615
STATE 10,C11,F,53,423.75,6.049143659
STATE 03,C1B,M,53,422.95,6.047253969
STATE 15,C7C,M,53,416.2,6.031165914
STATE 15,C7 ,M,53,412.83,6.023035886
STATE 12,C2 ,F,53,410.5,6.017375929
STATE 07,C71,M,53,410.14,6.016498565
STATE 14,C71,M,53,402.8,5.998440161
STATE 15,C7 ,M,53,376.99,5.932218662
STATE 02,C11,M,53,350.17,5.858418751
STATE 15,C11,F,53,344.1,5.840932313
STATE 07,C7B,M,53,342.42,5.836038054
STATE 10,C1B,M,53,341,5.831882477
STATE 11,C1 ,M,53,337.96,5.822927545
STATE 15,C71,M,53,334.53,5.812726562
STATE 15,C1B,F,53,325.36,5.784932262
STATE 02,C7C,M,53,323.77,5.780033387
STATE 02,C7 ,F,53,319.73,5.76747689
STATE 06,C7C,M,53,318.09,5.762334362
STATE 15,C71,F,53,312.97,5.746107339
STATE 04,C7B,F,53,302.1,5.710758088
STATE 15,C71,M,53,300,5.703782475
STATE 15,F71,M,53,299.74,5.702915432
STATE 06,C7B,M,53,289,5.666426688
STATE 04,C7B,M,53,288.43,5.664452422
STATE 15,C1 ,M,53,287.03,5.65958674
STATE 02,C11,F,53,280.67,5.637179602
STATE 15,C7B,M,53,274.3,5.614222398
STATE 17,C71,M,53,266.05,5.583684261
STATE 02,C11,M,53,259.43,5.558486917
STATE 10,C71,F,53,228.05,5.429564903
STATE 14,C71,M,53,206.7,5.331268467
STATE 06,C71,F,53,186.56,5.228752903
STATE 17,C7 ,F,53,165,5.105945474
STATE 15,C1C,F,53,150,5.010635294
STATE 04,F71,M,53,142.2,4.957234517
STATE 04,C71,M,53,113.92,4.735496448
STATE 04,C7B,M,53,113.33,4.730303917
STATE 02,C1B,M,53,97.04,4.575123265
STATE 15,C7 ,M,53,84.79,4.440177611
STATE 14,C1B,F,53,74.72,4.313747794
STATE 02,C1C,F,53,53.8,3.985273467
STATE 03,F7 ,M,53,50,3.912023005
STATE 15,C1 ,M,53,47.76,3.866188469
STATE 02,C71,M,53,41.75,3.731699451
STATE 04,C7 ,F,53,32,3.465735903
STATE 15,C11,M,53,31.57,3.452207303
STATE 04,C7B,M,52,16208.05,9.693263311
STATE 04,C7B,M,52,16175,9.691222119
STATE 01,C1 ,M,52,15845,9.670609272
STATE 15,C7C,M,52,14908.67,9.609698202
STATE 13,C11,M,52,12091.48,9.400256351
STATE 15,C72,M,52,10154.37,9.225659434
STATE 06,C7B,M,52,9668.22,9.176599497
STATE 10,C71,M,52,8869.98,9.090427821
STATE 15,C11,F,52,7964.72,8.982777068
STATE 04,C71,M,52,7571.58,8.932157043
STATE 17,C71,M,52,7524.01,8.92585452
STATE 12,C11,M,52,7136.8,8.873019776
STATE 02,C7 ,M,52,6832.98,8.829516168
STATE 12,C7C,F,52,6210.85,8.734053042
STATE 15,C1A,F,52,6055.33,8.708694155
STATE 02,C71,M,52,5882,8.679652119
STATE 10,C1B,F,52,5811.16,8.667535486
STATE 02,C1 ,F,52,5671.92,8.643282964
